Error,,ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,Name,QuoteDet_ID,LookupValForOpp,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Foreign key external ID: dcs_13756 not found for field E2_Quote_Key__c in entity Opportunity:--,16527,7,EPA,1.0,288.89,58861-04,,13478,WON,,DCS_16526,DCS_13478,DUMMY,16387,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16543,16,403HR3 RAIL 7'X1-1/4'',1.0,22.75,58671-09,,13479,WON,Blast & 2 Coats,DCS_16542,DCS_13479,DUMMY,16403,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16544,17,403HR4 RAIL 10'-6''X1-1/4'',2.0,34.45,58671-10,,13479,WON,Blast & 2 Coats,DCS_16543,DCS_13479,DUMMY,16404,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16545,18,404HR1 RAIL 10'-6''X1-1/4'',2.0,34.45,58671-11,,13479,WON,Blast & 2 Coats,DCS_16544,DCS_13479,DUMMY,16405,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16546,19,404HR2 RAIL 12'-6''X1-1/4'',1.0,40.95,58671-12,,13479,WON,Blast & 2 Coats,DCS_16545,DCS_13479,DUMMY,16406,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16547,20,404HR3 RAIL 24'X1-1/4'',1.0,159.25,,,13479,EXP,Blast & 2 Coats,DCS_16546,DCS_13479,DUMMY,16407,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16548,21,405HR1 RAIL 12'X1-1/4'',1.0,39.0,58671-13,,13479,WON,Blast & 2 Coats,DCS_16547,DCS_13479,DUMMY,16408,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16549,22,405HR2 RAIL 14'-6''X1-1/4'',3.0,47.45,58671-14,,13479,WON,Blast & 2 Coats,DCS_16548,DCS_13479,DUMMY,16409,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16550,23,406HR1 RAIL 14'-6''X1-1/4'',3.0,47.45,58671-15,,13479,WON,Blast & 2 Coats,DCS_16549,DCS_13479,DUMMY,16410,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16551,24,BK10,50.0,0.0,58671-16,,13479,WON,Cardinal BK10 Gold Vein,DCS_16550,DCS_13479,DUMMY,16411,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16552,25,ALLOY WHEEL CLEAR GLOSS,55.0,0.0,58671-17,,13479,WON,Akzo Nobel JZ001Q Full Gloss Alloy Wheel Clear Coat 44 pound box,DCS_16551,DCS_13479,DUMMY,16412,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16553,26,POWDER ORDER,50.0,5.0,58519-10,,13479,WON,Cardinal Bk10 Gold Vein,DCS_16552,DCS_13479,DUMMY,16413,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13762 not found for field E2_Quote_Key__c in entity Opportunity:--,16554,27,EPA,1.0,117.23,58671-18,,13479,WON,,DCS_16553,DCS_13479,DUMMY,16414,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13763 not found for field E2_Quote_Key__c in entity Opportunity:--,16555,1,CORRUGATED STEEL 24'X37'',8.0,296.0,,,13480,EXP,Clean & Coat,DCS_16554,DCS_13480,POWDER,16415,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13763 not found for field E2_Quote_Key__c in entity Opportunity:--,16556,2,EPA,1.0,118.4,,,13480,EXP,,DCS_16555,DCS_13480,POWDER,16416,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13764 not found for field E2_Quote_Key__c in entity Opportunity:--,16557,3,BR23,1.0,0.0,,,13480,EXP,Cardinal BR23 Polyester Polyurethane 50 pound box Bronze,DCS_16556,DCS_13480,POWDER,16417,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13764 not found for field E2_Quote_Key__c in entity Opportunity:--,16558,1,CORRUGATED STEEL 24'X37'',8.0,370.0,,,13481,EXP,Blast & Coat,DCS_16557,DCS_13481,POWDER,16418,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13769 not found for field E2_Quote_Key__c in entity Opportunity:--,Sandblast and",DCS_16566,DCS_13484,POWDER,16427,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13780 not found for field E2_Quote_Key__c in entity Opportunity:--,16603,1,SIDE LOADER BODY LIQUID,1.0,3255.0,,,13493,EXP,"Side Load Body Dadee Manufactering 
INVALID_FIELD:Foreign key external ID: dcs_13780 not found for field E2_Quote_Key__c in entity Opportunity:--,Sandblast, Primer and Top Coat",DCS_16602,DCS_13493,DUMMY,16440,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-21,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13780 not found for field E2_Quote_Key__c in entity Opportunity:--,16604,2,FRONT LOADER BODY LIQUID,1.0,4200.0,59426-01,,13493,WON,"Full Eject Body Dadee Manufactering
INVALID_FIELD:Foreign key external ID: dcs_13794 not found for field E2_Quote_Key__c in entity Opportunity:--,16649,2,2- 8''X1' SPOOL,1.0,75.0,,,13504,EXP,"Sandblast, Primer and Topcoat (Coating Only)",DCS_16648,DCS_13504,TEFLON,16486,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-23,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13794 not found for field E2_Quote_Key__c in entity Opportunity:--,16650,3,3- 8''X1' SPOOL,1.0,75.0,,,13504,EXP,"Sandblast, Primer and Topcoat (Coating Only)",DCS_16649,DCS_13504,TEFLON,16487,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-23,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13794 not found for field E2_Quote_Key__c in entity Opportunity:--,16651,4,4- 14''X8''X10'6'' Y SPOOL,1.0,835.0,,,13504,EXP,"Sandblast, Primer and Topcoat (Coating Only)",DCS_16650,DCS_13504,TEFLON,16488,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-23,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13804 not found for field E2_Quote_Key__c in entity Opportunity:--,Part S B65-300  
INVALID_FIELD:Foreign key external ID: dcs_13804 not found for field E2_Quote_Key__c in entity Opportunity:--,",DCS_16674,DCS_13510,DUMMY,16512,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-26,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13826 not found for field E2_Quote_Key__c in entity Opportunity:--,16732,1,CI-0013 ACTION FAB,100.0,3.0,,,13522,EXP,"Action Fab Bracket 5''x4'' --- CI-0013
INVALID_FIELD:Foreign key external ID: dcs_13826 not found for field E2_Quote_Key__c in entity Opportunity:--,Semi-Gloss Black
INVALID_FIELD:Foreign key external ID: dcs_13827 not found for field E2_Quote_Key__c in entity Opportunity:--,Sandblast and Topcoat",DCS_16731,DCS_13522,POWDER,16569,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13827 not found for field E2_Quote_Key__c in entity Opportunity:--,16733,2,CI-0016 ACTION FAB,100.0,5.5,,,13522,EXP,"Action Fab Bracket 11''x4.5'' --- CI-0016LR
INVALID_FIELD:Foreign key external ID: dcs_13827 not found for field E2_Quote_Key__c in entity Opportunity:--,Semi-Gloss Black
INVALID_FIELD:Foreign key external ID: dcs_13840 not found for field E2_Quote_Key__c in entity Opportunity:--,Sandblast and To",DCS_16767,DCS_13528,POWDER,16594,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-02-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13840 not found for field E2_Quote_Key__c in entity Opportunity:--,16769,3,10008-71 ACTION FAB,1.0,30.0,,,13528,EXP,"Action Fab Plate 30''x27.62'' --- Dead Front Bot
INVALID_FIELD:Foreign key external ID: dcs_13866 not found for field E2_Quote_Key__c in entity Opportunity:--,16849,1,PANEL 115''X51'',1.0,205.0,58673-01,,13553,WON,Blast & Coat,DCS_16847,DCS_13553,POWDER,16664,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13866 not found for field E2_Quote_Key__c in entity Opportunity:--,16850,2,EPA,1.0,10.25,58673-02,,13553,WON,,DCS_16848,DCS_13553,POWDER,16665,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13900 not found for field E2_Quote_Key__c in entity Opportunity:--,16977,48,17-004-HR46 RAIL 22'X2.25'',1.0,71.5,59271-19,,13574,WON,Blast & Prime & Coat,DCS_16970,DCS_13574,POWDER,16782,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13900 not found for field E2_Quote_Key__c in entity Opportunity:--,16978,51,EPA,1.0,333.92,59271-20,,13574,WON,,DCS_16971,DCS_13574,POWDER,16783,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13900 not found for field E2_Quote_Key__c in entity Opportunity:--,16979,52,PRIMER GRAY II AXALTA,110.0,0.0,59271-21,,13574,WON,Axalta Primer Gray II Epoxy EFH624P6 55 Pound Box,DCS_16972,DCS_13574,POWDER,16784,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13900 not found for field E2_Quote_Key__c in entity Opportunity:--,16980,53,RAL 9003 AXALTA,110.0,0.0,59271-22,,13574,WON,Axalta Ral 9003 Signal White HFWR02S8  PMS 705,DCS_16973,DCS_13574,POWDER,16785,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13912 not found for field E2_Quote_Key__c in entity Opportunity:--,17008,1,WIRE MESH 10'X8',160.0,200.0,,,13581,EXP,Blast & Coat,DCS_16999,DCS_13581,DUMMY,16807,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-12,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13912 not found for field E2_Quote_Key__c in entity Opportunity:--,17009,2,FEET 40''X4'',181.0,7.5,,,13581,EXP,Blast & Coat,DCS_17000,DCS_13581,DUMMY,16808,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-12,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13913 not found for field E2_Quote_Key__c in entity Opportunity:--,17010,3,U CHANNEL 6''X6''X6''X1'',33.0,3.25,,,13581,EXP,Blast & Coat,DCS_17001,DCS_13581,DUMMY,16809,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-12,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13913 not found for field E2_Quote_Key__c in entity Opportunity:--,17011,4,GN16,1.0,0.0,,,13581,EXP,Cardinal GN16 Traffic Green 50 Pound Box,DCS_17002,DCS_13581,DUMMY,16810,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-12,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13952 not found for field E2_Quote_Key__c in entity Opportunity:--,17115,2,ALUMINUM TUBE 2''X2''X21',10.0,45.0,,,13616,EXP,Pretreat and Top Coat,DCS_17106,DCS_13616,DUMMY,16909,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13952 not found for field E2_Quote_Key__c in entity Opportunity:--,17116,3,EPA,1.0,45.0,,,13616,EXP,,DCS_17107,DCS_13616,DUMMY,16910,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13953 not found for field E2_Quote_Key__c in entity Opportunity:--,17117,4,BK08,20.0,0.0,,,13616,EXP,Cardinal BK08 TGIC Polyester Black 20% Smooth,DCS_17108,DCS_13616,DUMMY,16911,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13953 not found for field E2_Quote_Key__c in entity Opportunity:--,17118,1,AC0338999 R0	_,1.0,70.0,,,13617,EXP,"Pretreat, Primer and Top Coat",DCS_17109,DCS_13617,DUMMY,16912,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13955 not found for field E2_Quote_Key__c in entity Opportunity:--,17121,4,AC0339018 R0,1.0,42.0,,,13617,EXP,"Pretreat, Primer and Top Coat",DCS_17112,DCS_13617,DUMMY,16915,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_13955 not found for field E2_Quote_Key__c in entity Opportunity:--,17122,5,AC0339017 R0,1.0,42.0,,,13617,EXP,"Pretreat, Primer and Top Coat",DCS_17113,DCS_13617,DUMMY,16916,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-03-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14004 not found for field E2_Quote_Key__c in entity Opportunity:--,17326,9,FASCIA 3.75''X1.50''X124'',25.0,20.5,59678-04,,13653,WON,Pretreat and Top Coat,DCS_17317,DCS_13653,POWDER,17109,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-01-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14004 not found for field E2_Quote_Key__c in entity Opportunity:--,17327,10,FASCIA 3.75''X1.50''X108'',3.0,18.0,59678-05,,13653,WON,Pretreat and Top Coat,DCS_17318,DCS_13653,POWDER,17110,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-01-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14040 not found for field E2_Quote_Key__c in entity Opportunity:--,17468,5,EPA,1.0,226.2,,,13687,EXP,,DCS_18585,DCS_13687,POWDER,17830,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-04-09,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14058 not found for field E2_Quote_Key__c in entity Opportunity:--,17519,17,MK16 PIPE SPOOL 12''X6',1.0,400.0,59667-17,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17510,DCS_13693,LIQUID,17284,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14058 not found for field E2_Quote_Key__c in entity Opportunity:--,17520,18,MK17 PIPE SPOOL 12''X5',1.0,380.0,59667-18,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17511,DCS_13693,LIQUID,17285,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14058 not found for field E2_Quote_Key__c in entity Opportunity:--,17521,19,MK18 PIPE SPOOL 12''X3',1.0,250.0,59667-19,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17512,DCS_13693,LIQUID,17286,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14059 not found for field E2_Quote_Key__c in entity Opportunity:--,17522,20,MK19 PIPE SPOOL 12''X3',1.0,250.0,59667-20,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17513,DCS_13693,LIQUID,17287,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14059 not found for field E2_Quote_Key__c in entity Opportunity:--,17523,21,MK20 PIPE SPOOL 12''X3'6'',1.0,275.0,59667-21,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17514,DCS_13693,LIQUID,17288,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14059 not found for field E2_Quote_Key__c in entity Opportunity:--,17524,22,MK21 PIPE SPOOL 12''X3'6'',1.0,275.0,59667-22,,13693,WON,"Sandblast, Line ID W/ Green 431, Coat OD W/ Carboline Primer",DCS_17515,DCS_13693,LIQUID,17289,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14059 not found for field E2_Quote_Key__c in entity Opportunity:--,17525,23,SERIES 431 PERMA-SHIELD TNEMEC,30.0,72.0,59667-23,,13693,WON,"Tnemec Series 431 Perma Shield Modified Polyamine Ceramic Epoxy 
STRING_TOO_LONG:Job Notes: data value too large: Description: Transparent medium gold  High gloss  85+ Gloss Units  Top Coat Information:  Top coats are transparent colors. The color of the substrate under a top coat will affect the finished appearance. To simulate these colors  a silver metallic or &quot;chrome like&quot; base coat must be used. For the brightest finish use USS 4482 Super Chrome as a base coat. (max length=255):Job_Notes__c --,Part A and Part B, 2 or 10 G",DCS_23050,DCS_14173,POWDER,19531,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-08-14,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14630 not found for field E2_Quote_Key__c in entity Opportunity:--,20365,34,"RAILING R32 5'6"" X 3'4""",1.0,71.5,,,14240,EXP,"Blast, Prime, & Coat",DCS_26189,DCS_14240,DUMMY,20342,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14630 not found for field E2_Quote_Key__c in entity Opportunity:--,20366,33,"RAILING R30 8' X 3'4""",1.0,104.0,,,14240,EXP,"Blast, Prime, & Coat",DCS_26188,DCS_14240,DUMMY,20341,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14630 not found for field E2_Quote_Key__c in entity Opportunity:--,20367,36,"RAILING R34 6' X 3'4""",1.0,78.0,,,14240,EXP,"Blast, Prime, & Coat",DCS_26191,DCS_14240,DUMMY,20344,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14630 not found for field E2_Quote_Key__c in entity Opportunity:--,20368,35,"RAILING R33 5'6"" X 3'4""",1.0,71.5,,,14240,EXP,"Blast, Prime, & Coat",DCS_26190,DCS_14240,DUMMY,20343,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14630 not found for field E2_Quote_Key__c in entity Opportunity:--,20369,38,"RAILNG R36 8'8"" X 3'4""",1.0,112.67,,,14240,EXP,"Blast, Prime, & Coat",DCS_26193,DCS_14240,DUMMY,20346,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14634 not found for field E2_Quote_Key__c in entity Opportunity:--,20380,47,"RAILING R43 7'6"" X 3'4""",1.0,97.5,,,14240,EXP,"Blast, Prime, & Coat",DCS_26202,DCS_14240,DUMMY,20355,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14634 not found for field E2_Quote_Key__c in entity Opportunity:--,20381,50,"RAILING R45 6' X 3'4""",1.0,78.0,,,14240,EXP,"Blast, Prime, & Coat",DCS_26205,DCS_14240,DUMMY,20358,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14957 not found for field E2_Quote_Key__c in entity Opportunity:--,22171,3,"PUMP COLUMN 7""X53"" ID/OD",1.0,150.0,,,14574,EXP,"Pump Column Pipe 7''x53"" Inside and Outside Only N140, Blast and Coat",DCS_29331,DCS_14574,POWDER,21986,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-12-12,DESERT
INVALID_FIELD:Foreign key external ID: dcs_14957 not found for field E2_Quote_Key__c in entity Opportunity:--,22172,4,PUMP DISCHARGE HEAD 13'' URE,1.0,350.0,65522-02,,14574,WON,"Pump Discharge Head Inside and Outside Only N140, Blast and Coat with Stock Uret",DCS_29332,DCS_14574,POWDER,21987,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-08-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15010 not found for field E2_Quote_Key__c in entity Opportunity:--,22429,1,"FLATBARS 120"" X 4""",4.0,35.0,,,14619,EXP,Blast & Coat,DCS_29964,DCS_14619,DUMMY,22233,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-12-26,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15010 not found for field E2_Quote_Key__c in entity Opportunity:--,22430,2,SMOKED CHARCOAL PRISMATIC,1.0,0.0,,,14619,EXP,"Prismatic Smoked Charcoal 
INVALID_FIELD:Foreign key external ID: dcs_15010 not found for field E2_Quote_Key__c in entity Opportunity:--,#PPB-6381",DCS_29965,DCS_14619,DUMMY,22234,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-12-26,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15010 not found for field E2_Quote_Key__c in entity Opportunity:--,22431,9,AMERLOCK 2/400 GF EPOXY PPG,8.0,0.0,,,14620,EXP,PPG Amerlock 400 Epoxy Hi-Heat (2 part kit),DCS_29974,DCS_14620,LIQUID,22243,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-12-26,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15010 not found for field E2_Quote_Key__c in entity Opportunity:--,22432,5,"SPOOL 42""X4'6"" LINING ONLY",2.0,1335.0,,,14620,EXP,Sandblast and Lining Only,DCS_29973,DCS_14620,DUMMY,22242,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-12-26,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15108 not found for field E2_Quote_Key__c in entity Opportunity:--,22892,1,"POST 48""X2"" 52050001 BLAST ONLY",67.0,4.0,65990-01,,14667,WON,Blast Only,DCS_30867,DCS_14667,DUMMY,22699,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15108 not found for field E2_Quote_Key__c in entity Opportunity:--,22893,4,ALUMINUM OXIDE 80 GRIT,1500.0,0.0,65990-04,,14667,WON,"80 grit aluminum oxide 50 lb bags
INVALID_FIELD:Foreign key external ID: dcs_15109 not found for field E2_Quote_Key__c in entity Opportunity:--,80 grit mesh, ANSI specd, 50lb bags 2000lb pa",DCS_30870,DCS_14667,POWDER,22702,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15109 not found for field E2_Quote_Key__c in entity Opportunity:--,22894,3,"PS, SHELF WLDT 21.81""X67.5""",2.0,30.0,65990-03,,14667,WON,Blast Only,DCS_30869,DCS_14667,POWDER,22701,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-09-28,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15234 not found for field E2_Quote_Key__c in entity Opportunity:--,23577,2,EPA,1.0,18.0,,,14792,EXP,,DCS_32545,DCS_14792,POWDER,23407,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-02-19,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15234 not found for field E2_Quote_Key__c in entity Opportunity:--,23578,1,"CHANNEL 142.75"" X 9.39""",29.0,74.5,66887-01,,14793,WON,"Clean, Mask, Coat",DCS_32547,DCS_14793,DUMMY,23408,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2018-11-05,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15644 not found for field E2_Quote_Key__c in entity Opportunity:--,25499,3,"TUBE 3""X3""X20'",21.0,50.0,,,15167,EXP,Sandblast and Primer,DCS_36501,DCS_15167,POWDER,25372,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-07-08,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15644 not found for field E2_Quote_Key__c in entity Opportunity:--,25500,4,"TUBE 1""X1""X20""",21.0,40.0,,,15167,EXP,Sandblast and Primer,DCS_36502,DCS_15167,POWDER,25373,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-07-08,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15644 not found for field E2_Quote_Key__c in entity Opportunity:--,25501,5,"PIPE 4""X20'",1.0,55.0,,,15167,EXP,Sandblast and Primer,DCS_36503,DCS_15167,POWDER,25374,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-07-08,DESERT
INVALID_FIELD:Foreign key external ID: dcs_15644 not found for field E2_Quote_Key__c in entity Opportunity:--,25502,6,"FLAT BAR 1""X20'",3.0,40.0,,,15167,EXP,Sandblast and Primer,DCS_36504,DCS_15167,POWDER,25375,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-07-08,DESERT
STRING_TOO_LONG:Job Notes: data value too large: Description: Transparent medium gold  High gloss  85+ Gloss Units  Top Coat Information:  Top coats are transparent colors. The color of the substrate under a top coat will affect the finished appearance. To simulate these colors  a silver metallic or &quot;chrome like&quot; base coat must be used. For the brightest finish use USS 4482 Super Chrome as a base coat. (max length=255):Job_Notes__c --,25797,3,"HANDRAIL B 4'8""X4'2""",1.0,45.0,,,15214,EXP,Blast & Coat,DCS_37184,DCS_15214,POWDER,25700,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,2019-07-23,DESERT
